Title,Chapter,Player,Line,Line ID,Stage Direction
"Henry VI, part 2",,,,,
,ACT I,,,,
,SCENE I. London. The palace.,,,,
,,,,,"Flourish of trumpets: then hautboys. Enter KING  HENRY VI, GLOUCESTER, SALISBURY, WARWICK, and  CARDINAL, on the one side; QUEEN MARGARET, SUFFOLK, YORK, SOMERSET, and BUCKINGHAM, on the other"
,,SUFFOLK,,,
,,,As by your high imperial majesty,1.1.1,
,,,"I had in charge at my depart for France,",1.1.2,
,,,"As procurator to your excellence,",1.1.3,
,,,"To marry Princess Margaret for your grace,",1.1.4,
,,,"So, in the famous ancient city, Tours,",1.1.5,
,,,"In presence of the Kings of France and Sicil,",1.1.6,
,,,"The Dukes of Orleans, Calaber, Bretagne and Alencon,",1.1.7,
,,,"Seven earls, twelve barons and twenty reverend bishops,",1.1.8,
,,,I have perform'd my task and was espoused:,1.1.9,
,,,"And humbly now upon my bended knee,",1.1.10,
,,,"In sight of England and her lordly peers,",1.1.11,
,,,Deliver up my title in the queen,1.1.12,
,,,"To your most gracious hands, that are the substance",1.1.13,
,,,Of that great shadow I did represent;,1.1.14,
,,,"The happiest gift that ever marquess gave,",1.1.15,
,,,The fairest queen that ever king received.,1.1.16,
,,KING HENRY VI,,,
,,,"Suffolk, arise. Welcome, Queen Margaret:",1.1.17,
,,,I can express no kinder sign of love,1.1.18,
,,,"Than this kind kiss. O Lord, that lends me life,",1.1.19,
,,,Lend me a heart replete with thankfulness!,1.1.20,
,,,For thou hast given me in this beauteous face,1.1.21,
,,,"A world of earthly blessings to my soul,",1.1.22,
,,,If sympathy of love unite our thoughts.,1.1.23,
,,QUEEN MARGARET,,,
,,,"Great King of England and my gracious lord,",1.1.24,
,,,"The mutual conference that my mind hath had,",1.1.25,
,,,"By day, by night, waking and in my dreams,",1.1.26,
,,,"In courtly company or at my beads,",1.1.27,
,,,"With you, mine alder-liefest sovereign,",1.1.28,
,,,Makes me the bolder to salute my king,1.1.29,
,,,"With ruder terms, such as my wit affords",1.1.30,
,,,And over-joy of heart doth minister.,1.1.31,
,,KING HENRY VI,,,
,,,"Her sight did ravish; but her grace in speech,",1.1.32,
,,,"Her words y-clad with wisdom's majesty,",1.1.33,
,,,Makes me from wondering fall to weeping joys;,1.1.34,
,,,Such is the fulness of my heart's content.,1.1.35,
,,,"Lords, with one cheerful voice welcome my love.",1.1.36,
,,ALL,,,
,,,"[Kneeling]  Long live Queen Margaret, England's",1.1.37,
,,,happiness!,1.1.38,
,,QUEEN MARGARET,,,
,,,We thank you all.,1.1.39,
,,,,,Flourish
,,SUFFOLK,,,
,,,"My lord protector, so it please your grace,",1.1.40,
,,,Here are the articles of contracted peace,1.1.41,
,,,"Between our sovereign and the French king Charles,",1.1.42,
,,,For eighteen months concluded by consent.,1.1.43,
,,GLOUCESTER,,,
,,,"[Reads]  'Imprimis, it is agreed between the French",1.1.44,
,,,"king Charles, and William de la Pole, Marquess of",1.1.45,
,,,"Suffolk, ambassador for Henry King of England, that",1.1.46,
,,,"the said Henry shall espouse the Lady Margaret,",1.1.47,
,,,"daughter unto Reignier King of Naples, Sicilia and",1.1.48,
,,,"Jerusalem, and crown her Queen of England ere the",1.1.49,
,,,"thirtieth of May next ensuing. Item, that the duchy",1.1.50,
,,,of Anjou and the county of Maine shall be released,1.1.51,
,,,and delivered to the king her father'--,1.1.52,
,,,,,Lets the paper fall
,,KING HENRY VI,,,
,,,"Uncle, how now!",1.1.53,
,,GLOUCESTER,,,
,,,"Pardon me, gracious lord;",1.1.54,
,,,Some sudden qualm hath struck me at the heart,1.1.55,
,,,"And dimm'd mine eyes, that I can read no further.",1.1.56,
,,KING HENRY VI,,,
,,,"Uncle of Winchester, I pray, read on.",1.1.57,
,,CARDINAL,,,
,,,"[Reads]  'Item, It is further agreed between them,",1.1.58,
,,,that the duchies of Anjou and Maine shall be,1.1.59,
,,,"released and delivered over to the king her father,",1.1.60,
,,,and she sent over of the King of England's own,1.1.61,
,,,"proper cost and charges, without having any dowry.'",1.1.62,
,,KING HENRY VI,,,
,,,"They please us well. Lord marquess, kneel down:",1.1.63,
,,,"We here create thee the first duke of Suffolk,",1.1.64,
,,,"And gird thee with the sword. Cousin of York,",1.1.65,
,,,We here discharge your grace from being regent,1.1.66,
,,,"I' the parts of France, till term of eighteen months",1.1.67,
,,,"Be full expired. Thanks, uncle Winchester,",1.1.68,
,,,"Gloucester, York, Buckingham, Somerset,",1.1.69,
,,,"Salisbury, and Warwick;",1.1.70,
,,,"We thank you all for the great favour done,",1.1.71,
,,,In entertainment to my princely queen.,1.1.72,
,,,"Come, let us in, and with all speed provide",1.1.73,
,,,To see her coronation be perform'd.,1.1.74,
,,,,,"Exeunt KING HENRY VI, QUEEN MARGARET, and SUFFOLK"
,,GLOUCESTER,,,
,,,"Brave peers of England, pillars of the state,",1.1.75,
,,,"To you Duke Humphrey must unload his grief,",1.1.76,
,,,"Your grief, the common grief of all the land.",1.1.77,
,,,"What! did my brother Henry spend his youth,",1.1.78,
,,,"His valour, coin and people, in the wars?",1.1.79,
